TITLE;AUTHOR;EDITION;DESCRIPTION;LINECODE;IMAGE;TYPE;TITLEEXTENTION;ORIGIN;EDITIONINFO;VOLUMEID;VOLUMETITEL;ID;PUBYEAR;PUBFREE;Kapitel in Edition?;Zerlegung erforderlich?;Spalte1;Datum Zitat GND;Datum Zitat VL;Stellenangabe VL;Datum von;Datum bis;Datum Abweichung;Norm Werk WikiData;Norm Werk GND;MWB-Sigle;Norm Bibl DND;Norm Bibl Google Books;Norm Bibl ÖNB
Der Krämer;4;Kleinere mittelhochdeutsche Erzählungen, Fabeln und Lehrgedichte. III. Die Heidelberger Handschrift Cod. Pal. Germ. 341. Hrsg. v. Gustav Rosenhagen, Dublin/Zürich: Weidmann 1970. (= Deutsche Texte des Mittelalters Bd. XVII). Der elektronische Text basiert zum Teil auf dem vom Electronic Text Center der University of Virginia u. dem Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften an der Universität Trier erstellten Text, revidiert von Lesley C. Pleasant and Cindy Filer Speer.;"Die vorgeschriebene Abschnittnummer 167  entspricht der Nummer des Kleingedichtes in der Ausgabe. Übergeschriebene Vokale wurden aufgelöst.

Lemmatisiert, noch nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000aaa---h;;3;;;;KMH;Kleinere mittelhochdeutsche Erzählungen, Fabeln und Lehrgedichte;KRM;;;;;;;;;;;;;;;;;
Von der Hochfahrt;4;Kleinere mittelhochdeutsche Erzählungen, Fabeln und Lehrgedichte. III. Die Heidelberger Handschrift Cod. Pal. Germ. 341. Hrsg. v. Gustav Rosenhagen, Dublin/Zürich: Weidmann 1970. (= Deutsche Texte des Mittelalters Bd. XVII). Der elektronische Text basiert zum Teil auf dem vom Electronic Text Center der University of Virginia u. dem Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften an der Universität Trier erstellten Text, revidiert von Lesley C. Pleasant and Cindy Filer Speer.;"Die vorgeschriebene Abschnittnummer 98 entspricht der Nummer des Kleingedichtes in der Ausgabe. Übergeschriebene Vokale wurden aufgelöst.

Noch nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000000aa---h;;3;;;;KMH;Kleinere mittelhochdeutsche Erzählungen, Fabeln und Lehrgedichte;VDH;;;;;;;;;;;;;;;;;
Der Schüler von Paris;;Novellistik des Mittelalters. Märendichtung. Hrsg, übers. und kommentiert von Klaus Grubmüller. Frankfurt/Main: Dt. Klassiker Verl., 1996. S. 220-242. (= Bibl. d. Mittelalters, Bd. 23);"Die Geschichte vom Schüler von Paris ist im Mittelalter in drei Fassungen erzählt worden, die nicht unmittelbar miteinander zusammenhängen:

- Der Schüler von Paris A, entstanden im späten 13. Jahrhundert in Thüringen, überliefert in vier der kleineren Märenhandschriften (p; Frankfurt, germ. 4°2; Bremen, b 42 b, vgl. Ritter unter dem Zuber [Nr. 20]; Heidelberg, cpg 4), die z. T. (p, Frankfurt) noch ins 14. Jahrhundert zurückreichen.

- Der Schüler von Paris B, entstanden an der Wende des 13./14. Jahrhunderts, überliefert im Handschriftenpaar w1.

- Der Schüler von Paris C, entstanden gleichfalls um die Wende des 13./14. Jahrhunderts in Thüringen, überliefert

als Ganzes nur in Handschrift m aus der 2. Hälfte des 15. Jahrhunderts.

Der zweifelsohne höfische, die Macht der Liebe sentimental verherrlichende Grundgedanke ist in der ältesten Fassung (A) am wenigsten bewahrt. Der Tod des Geliebten wegen zu frühen Geschlechtsverkehrs nach dem Aderlassen verfehlt das Thema der Uberwältigung durch Liebesglück ganz entschieden, und die Einmischung von Schwankmotiven(Mönch als Liebesbote [s. u. Nr. 19], verkleideter Liebhaber)

weicht den Ernst der Geschichte zusätzlich auf. Die Fassungen B und C bewahren ihn, wenn auch in unterschiedlicher Form: B in einer gesuchten, am ""geblümten Stil"" orientierten Sprache, C breiter ausmalend, klarer im Ausdruck.



Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000000---h;;3;;"704 Verse mit zwei Zeilen Überschrift.

Lemmatisiert, aber noch nicht disambiguiert.

Der Schüler von Paris B, entstanden an der Wende des 13./14.Jahrhunderts, überliefert im Handschriftenpaar w1.

Die Entscheidung für den Abdruck der Fassung B beruht auf deren älterer und besser kontrollierbarer Überlieferung und auf dem zusätzlichen Reiz, den die Anklänge an den ""geblümten Stil"" für die dafür sonst gar nicht empfängliche Gattung der Mären bedeutet.";;NDM;Novellistik des Mittelalters.;SVP;1996;1;;;;;;;;;;;;;;;
Vom jüngsten Tage;;Kleinere mittelhochdeutsche Erzählungen, Fabeln und Lehrgedichte. III. Die Heidelberger Handschrift Cod. Pal. Germ. 341. Hrsg. v. Gustav Rosenhagen, Dublin/Zürich: Weidmann 1970. (= Deutsche Texte des Mittelalters Bd. XVII). Der elektronische Text basiert zum Teil auf dem vom Electronic Text Center der University of Virginia u. dem Kompetenzzentrum für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften an der Universität Trier erstellten Text, revidiert von Lesley C. Pleasant and Cindy Filer Speer.;"Die vorgeschriebene Abschnittnummer 6 entspricht der Nummer des Kleingedichtes in der Ausgabe. Übergeschriebene Vokale wurden aufgelöst.



Lemmatisiert, aber noch nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";00000000000000a---h;;3;;;;KMH;Kleinere mittelhochdeutsche Erzählungen, Fabeln und Lehrgedichte;VJT;;;;;;;;;;;;;;;;;
Sanct Franzisken Leben;766;Lamprecht von Regensburg, Sanct Francisken Leben und Tochter Syon, zum ersten Mal hg. nebst Glossar von Karl Weinhold, Paderborn 1880.;"Das Werk ist nur in einer einzigen Handschrift überliefert:

Francisken Leben (Univ.-bibl. Würzburg. Mp. th. o. 17a)

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";00000000000000----i;;4;;"Umfasst 5049 Verse beginnend mit Vers 1.

Lemmatisiert, aber noch nicht disambiguiert.";;;;SFL;1880;1;;;;;;;;;;;;;;;
Tochter Syon;766;Lamprecht von Regensburg, Sanct Francisken Leben und Tochter Syon, zum ersten Mal hg. nebst Glossar von Karl Weinhold, Paderborn 1880.;"Das Werk, das vermutlich zwischen 1247 und 1252 als Bearbeitung einer lat. Prosavorlage entstand, ist in drei Hss. überliefert:

L = Lobriser Hs. (Gräflich Nostitzische Bibliothek in Lobris bei Jauer in Schlesien) Pergamenths. vollendet 1314. Bl. 19r - 59v.

P = Prager Hs. (Böhm. Museum Prag) Fragmentar. Pergamenths.(verm. 13. Jh.) Bl. 1-24 & 41-47 erhalten.

G = Giessener Hs. (Universitätsbibl.Nr. 102) Pergamenths. aus 100 Bl. (verm. Mitte 14.Jh.)

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000000----;;4;;"Umfasst 4313 Verse beginnend mit Vers 1.

oe-Ligatur aufgelöst.

Lemmatisiert, aber noch nicht disambiguiert.";;;;TSY;1880;1;;;;;;;;;;;;;;;
Herrand von Wildonie Lieder;465;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HWI;;;;;;;;;;;;;;;;;
Gottfried von Strassburg;8;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;GVS;;;;;;;;;;;;;;;;;
Heinrich Hetzbolt von Wissense;1051;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HHW;;;;;;;;;;;;;;;;;
Hawart;1048;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HAW;;;;;;;;;;;;;;;;;
Hugo von Werbenwag;1055;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HVW;;;;;;;;;;;;;;;;;
Der Kol von Niunzen;1058;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;KOL;;;;;;;;;;;;;;;;;
Hartmann von Starkenberg;1053;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HSB;;;;;;;;;;;;;;;;;
Hiltbolt von Schwangau;1054;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HVS;;;;;;;;;;;;;;;;;
König Konrad der Junge;1057;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;KCJ;;;;;;;;;;;;;;;;;
Leuthold von Seven;1060;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;LVS;;;;;;;;;;;;;;;;;
Der Markgraf von Hohenburg;1063;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;MVH;;;;;;;;;;;;;;;;;
Otto von Brandenburg mit dem Pfeil;1066;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;OBP;;;;;;;;;;;;;;;;;
Otto von Bottenlouben;1067;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;OVB;;;;;;;;;;;;;;;;;
Reimar der Fiedler;1071;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;RDV;;;;;;;;;;;;;;;;;
Diocletianus;1167;"Diokletianus' Leben. Hrsg. von Adelbert Keller. Quedlinburg/Leipzig: Gottfried Basse 1841.

Digitale Version: Ulrich Harsch 1998: http://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Buehel/bue_d000.html (09.08.2017).

Textgrundlage für den Dyocletianus ist die digitale Ausgabe der Akademie der Wissenschaften in Göttingen.";"Lemmatisiert, nicht disambiguiert.



Faksimile: http://www.digital-collections.de/index.html?c=autoren_index&l=en&ab=Hans+%26lt%3Bvon+B%FChel%26gt%3B

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";00000000000000ppp--;;10;;;;;;DIO;1841;1;;;;;;;;;;;;;;;
Süezkint der Jude von Trimperg;425;;Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.;0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;SJT;;;;;;;;;;;;;;;;;
Von Munegiur;1062;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;MUN;;;;;;;;;;;;;;;;;
Rudolf von Rotenburg;1087;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;RVR;;;;;;;;;;;;;;;;;
Von Stamheim;1088;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;STA;;;;;;;;;;;;;;;;;
Der tugendhafte Schreiber;1091;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;TUS;;;;;;;;;;;;;;;;;
Christan von Hamle;1107;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;KVH;;;;;;;;;;;;;;;;;
Lannzilet;1187;"Lannzilet : (aus dem ""Buch der Abenteuer""), Str. 1-1122 / Ulrich Fuetrer ; herausgegeben von Karl-Eckhard Lenk. Tübingen: M.Niemeyer, 1989.(= ATB Nr. 102)";"Besteht aus 1122 siebenzeiligen Strophen beginnend mit Str. 1.

Dabei handelt es sich um den Teil 1 aus dem ""Buch der Abenteurer"". Teil 2 (Str. 1123-6009) wurde erst 1996 von R. Voß bei Schöningh herausgegeben.



Vollständig lemmatisiert, aber noch nicht disambiguiert.



Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000000ssss-h;;16;;;"Ulrich Fuetrers/Füetrers 'Lannzilet' ist in zwei Handschriften und einem Fragment des 15. Jahrhunderts überliefert:

A = München, Bayerische Staatsbibliothek, Cgm 1. Pergament. Entstanden vermutlich um 1490. Bl. 150va-348vb - 3. Buch: Lannzilet vom Lack. Der hier edierte Teil des 'Lannzilet' wird allein von Schreiber 3 bestritten, der auch den Cgm 43 geschrieben hat.



b = Wien, Österreichische Nationalbibliothek, Cod. 3037/3038. Papier, 516 Bl. Geschrieben ca. 1490. Bl. 234rb-516ra 'Lannzilet' (hier edierter Teil: Bl. 234r-283v; Ende von Cod 3037: Bl. 257vb.



F = Berlin, Staatsbibliothek Preußischer Kulturbesitz, Ms. germ. fol. 757, Bl. 11-12, Fragment.

Die Schreibung folgt im allgemeinen der Handschrift A. einige Eingriffe in die Graphie von A: 1. Abkürzungen sind aufgelöst. 2. Doppelkonsonanten einschließlich -ck und -tz/-cz sind vereinfacht nach Konsonant und nach unbetontem Vokal. 3. b und w sind nach dem mhd. Sprachgebrauch ausgegli-chen, nicht jedoch bei Namen und abentewr.

4.j und v stehen für Konsonanten, i und u für Vokale. 5.Die in der Handschrift nur unregelmäßig markierten Umlaute von a, o, u, aw, ue wurden bezeichnet: ä, ö, ü, aw,üe. 6.	w und w werden in der Geltung als zweiter Bestandteil von Diphthongen einheitlich als w wiedergegeben; 6. w und w werden in der Geltung als zweiter Bestandteil von Diphthongen einheitlich als w wiedergegeben; in der Geltung als silbentragende Vokale werden sie bei Voilwörtern entsprechend ihrem Lautwert wiedergegeben (fast nur rw = rue, thw = thue). zw, zw, zû (häufigste Schreibung) und zu wurden einheitlich zu aufgelöst. 8. Die Wortabteilung wurde nach der Handschrift geregelt, wo es sich nicht um untrennbare Präfixe oder eindeutig getrennt zu schreibende syntaktische Fügungen (Präposition + Substantiv, Pronomen + Substantiv) handelt.";;;LZT;1989;1;;;;;;;;;;;;;;;
Hugo von Mülndorf;1052;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;HMU;;;;;;;;;;;;;;;;;
Christan von Luppin;1059;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;"Lemmatisiert, nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";0000000000ddss---kf;;5;;;;CvK;Carl von Kraus Liederdichter;KVL;;;;;;;;;;;;;;;;;
Veronica;1207;"Die Gedichte des Wilden Mannes. Herausgegeben von Bernard Standring. 

Tübingen: Max Niemeyer Verlag, 1963. S.1 - 21.";"Das Gedicht besteht aus 660 Versen beginnend mit V.1.

Hochgestellte 'o' sind zu 'uo' etc. aufgelöst. 'w' mit hochgestelltem 'o' ist nach 'vvo' aufgelöst. '/' als Zeichen für Zeilentrennung wurde eliminiert.

Nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000000---0;;4;;;"Die Gedichte des Wilden Mannes sind uns in einer Pergamenthandschrift des 13. Jahrhunderts überliefert, die sich jetzt in der Niedersächsischen Landesbibliothek zu Hannover befindet und die Bezeichnung ""Kodex I 81"" trägt.

94r-121r.";GWM;Die Gedichte des Wilden Mannes;VER;;;;;;;;;;;;;;;;;
Vespasianus;1207;"Die Gedichte des Wilden Mannes. Herausgegeben von Bernard Standring. 

Tübingen: Max Niemeyer Verlag, 1963. S.22-30.";"Das Gedicht besteht aus 278 Versen beginnend mit V.1.

Hochgestellte 'o' sind zu 'uo' etc. aufgelöst. 'w' mit hochgestelltem 'o' ist nach 'vvo' aufgelöst. '/' als Zeichen für Zeilentrennung wurde eliminiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000000---0;;4;;;"Die Gedichte des Wilden Mannes sind uns in einer Pergamenthandschrift des 13. Jahrhunderts überliefert, die sich jetzt in der Niedersächsischen Landesbibliothek zu Hannover befindet und die Bezeichnung ""Kodex I 81"" trägt.

94r-121r.";GWM;Die Gedichte des Wilden Mannes;VSN;;;;;;;;;;;;;;;;;
Van der Girheit;1207;"Die Gedichte des Wilden Mannes. Herausgegeben von Bernard Standring. 

Tübingen: Max Niemeyer Verlag, 1963. S.31-43.";"Das Gedicht besteht aus 660 Versen beginnend mit V.1.

Hochgestellte 'o' sind zu 'uo' etc. aufgelöst. 'w' mit hochgestelltem 'o' ist nach 'vvo' aufgelöst. '/' als Zeichen für Zeilentrennung wurde eliminiert.

Nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000000---0;;4;;;"Die Gedichte des Wilden Mannes sind uns in einer Pergamenthandschrift des 13. Jahrhunderts überliefert, die sich jetzt in der Niedersächsischen Landesbibliothek zu Hannover befindet und die Bezeichnung ""Kodex I 81"" trägt;94r-121r.";GWM;Die Gedichte des Wilden Mannes;GIR;;;;;;;;;;;;;;;;;
Christliche Lehre;1207;"Die Gedichte des Wilden Mannes. Herausgegeben von Bernard Standring. 

Tübingen: Max Niemeyer Verlag, 1963. S.44-51.";"Das Gedicht besteht aus 660 Versen beginnend mit V.1.

Hochgestellte 'o' sind zu 'uo' etc. aufgelöst. 'w' mit hochgestelltem 'o' ist nach 'vvo' aufgelöst. '/' als Zeichen für Zeilentrennung wurde eliminiert.

Nicht disambiguiert.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";000000000000000---0;;4;;;"Die Gedichte des Wilden Mannes sind uns in einer Pergamenthandschrift des 13. Jahrhunderts überliefert, die sich jetzt in der Niedersächsischen Landesbibliothek zu Hannover befindet und die Bezeichnung ""Kodex I 81"" trägt.

94r-121r.";GWM;Die Gedichte des Wilden Mannes;CL;;;;;;;;;;;;;;;;;
Bruno von Hornberg;987;Deutsche Liederdichter. Hrsg. von Carl von Kraus. Tübingen, M. Niemeyer, 1951-58.;Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.;000000000ddss---khf;;5;;;;CvK;Carl von Kraus Liederdichter;BRH;;;;;;;;;;;;;;;;;
Kraft von Toggenburg;1247;;"Kraft von Toggenburg, Lied 2, Stanza 4, Zeile 8: Hier erfolgte eine Änderung des Wortes ""wan"" in ""man"", die in der Edition nur als Anmerkung erwähnt wird.

Die Groß-/Kleinschreibung entspricht aus technischen Gründen nur teilweise der Edition.";00000000000uddss--h;;5;;;;SMS;Schweizer Minnesänger;SKT;;;;;;;;;;;;;;;;;
