form	count	sample_contexts
obleichte	1	hin wider obleichte do von
vorweiset	1	werd als vorweiset ane kinder
werffe	1	gewalde vnder werffe seinem dienste
beigurtil	1	in vnser beigurtil Und GENE
dermer	1	alle seine dermer vber seinen
twug	1	Und wider twug er sein
gelegte	1	man ouf gelegte Do saczte
vorworffen	1	hebreern vnd vorworffen vnd schande
wirtschafte	1	sie die wirtschafte ł sein
Fulle	1	vnd sprach Fulle ire secke
bŏzes	1	Gar ein bŏzes dinck habt
endliche	1	Und also endliche legten sie
xljjj	1	suchte her xljjj GENE Und
sakke	1	in dem sakke Und gene
also tvn	1	wŏlt ir also tvn Oder wisset
kvnlichen	1	der trat kvnlichen hin czu
Leset	1	er das Leset so stirbet
min̆ster	1	das vnser min̆ster bruder mit
eigentlich	1	der Ich eigentlich bin dein
trew̆	1	ouf mein trew̆ hab genomen
vngemaches	1	ich des vngemaches das do
XLU	1	ein geczeuge XLU SIS nicht
erschreknus	1	vorchten des erschreknus mochten im
vŏrcht	1	in Nicht vŏrcht euch noch
geackern	1	ł weder geackern mag noch
gesneiden	1	mag noch gesneiden Und vorsant
vorsant	1	gesneiden Und vorsant hat mich
hungeriger	1	iar werden hungeriger das du
terbest	1	vor SIS terbest vnd dein
Botscheftet	1	czu euch Botscheftet meinem vater
gebute	1	das her gebute seinen brudern
schirste	1	ir aller schirste muget Noch
enlaset	1	muget Noch enlaset do nichtesnicht
reichtume	1	wenne aller reichtume des egiptischen
funflei	1	silbereine vnd funflei gewant also
hovses	1	selen des hovses hern die
czuge	1	im entkegen czuge gegen Und
vmbevink	1	hals vnd vmbevink in vnd
vroli	1	sterbe ich vroli Genesis chen
heit	1	kint Genesis heit bis an
vnwirdigten	1	die vor vnwirdigten die hirten
XLUII	1	der schaf XLUII nu gienk
bruer	1	Und seiner bruer funfe die
hantwerkis	1	her Was hantwerkis seit ir
vornunftige	1	weise vnd vornunftige man die
drisick	1	lebens sint drisick vnd hundert
bŏse	1	wenig vnd bŏse Und sint
vaterˢ	1	alles seines vaterˢ hous vnd
koufern	1	do den koufern des lones
Brenget	1	antworte her Brenget her ewer
enhabt	1	geldes nicht enhabt Do sie
gebrachten	1	sie das gebrachten do gab
vorwandellunge	1	vmb die vorwandellunge des vihes
enhaben	1	ecker nichtesnicht enhaben worumbe sterb
kvniclichem	1	vns in kvniclichem dienste vnd
ekkir	1	alle egiptische ekkir vorkoufende ein
vorkoufende	1	egiptische ekkir vorkoufende ein yeclicher
hindristen	1	den ł hindristen egiptischen enden
eusrigsten	1	zu iren eusrigsten enden An
gesaczte	1	man ouch gesaczte speise ous
eckir	1	beseet ewer eckir das ir
nehenden	1	her sach nehenden den tack
bestate	1	erden vnd bestate vnd wurcze
geheisen	1	du hast geheisen Und der
gebotscheftet	1	do wart gebotscheftet herren das
gesterkket	1	her wart gesterkket vnd sas
gepirst	1	die du gepirst noch in
zvne	1	sint meine zvne die mir
tunkkil	1	ougen waren tunkkil vor grosem
klerlich	1	alder vnd klerlich mocht her
anbette	1	vaters do anbette ł GENE
vorvienk	1	houbt vnd vorvienk das swerlichn
swerlichn	1	vorvienk das swerlichn vnd begreiffe
ist;	1	mein svn ist; ich weis
minnester	1	Aber sein minnester bruder wirt
kvnde	1	ich euch kvnde was euch
wetagens	1	anevanck meines wetagens Der erste
gebitunge	1	in der gebitunge Ous gegossen
rastende	1	ouf gestigen rastende hastu an
czepter	1	gehaben das czepter von vnd
peitunge	1	wirt ein peitunge der heiden
Bindende	1	der heiden Bindende an den
stallunge	1	in der stallunge der schif
gehurnte	1	wege ein gehurnte nater an
beissende	1	dem steige beissende die clahen
gesanter	1	ein vz gesanter hirs vnd
erczurnten	1	mawer vnd erczurnten in vnd
entlost	1	bogen vnd entlost synt die
begirung	1	queme die begirung der ewigen
czuckender	1	brudern ein czuckender wolf der
czwelue	1	den geslechten czwelue Das sprach
wurczten	1	seinen vater wurczten Die erfulten
wurczte	1	die man wurczte Und die
rinder;	1	vnd ir rinder; die liessen
leichczeichen	1	sie das leichczeichen mit groser
vorgessist	1	das du vorgessist der missetat
vorgebist	1	deinem vater vorgebist dise missetat
gegenn	1	als irs gegenn orticlichen schowet
orticlichen	1	irs gegenn orticlichen schowet ł
trŏste	1	kindlein vnd trŏste sie vnd
lindlichen	1	sprach in lindlichen vnd gutlichen
fŭnf	1	Genesis der fŭnf buch ein
ousvarte	1	buch der ousvarte von etcetera
icz	1	etcetera D icz sint die
grvnende	1	recht sam grvnende wurden sie
ensteet	1	ein streit ensteet gegen vns
werckmeister	1	her in werckmeister also das
maurten	1	peinigten vnd maurten stete der
pflogten	1	von vnd pflogten sie spottende
ʒbohem	1	kvniges no ʒbohem nv nv
behilten	1	svnder sie behilten die knechtil
behildet	1	das ir behildet die kinder
bow̆te	1	vorchten dorumbe bow̆te her in
werffet	1	wirt die werffet in die
meidlin	1	DUS was meidlin sint die
vorbarck	1	was vnd vorbarck es drei
sinewelles	1	sie ein sinewelles vessil von
czeinen	1	vessil von czeinen gevlochten vnd
smyrte	1	gevlochten vnd smyrte ł das
leyme	1	das mit leyme vnd mit
gestreute	1	in ein gestreute steende verre
czukvnft	1	der dinge czukvnft Und secht
wusche	1	sie sich wusche in dem
ſer	1	dem was ſer vnd die
pimbsen	1	in den pimbsen do sante
nymanden	1	vnd sach nymanden do bei
slechstu	1	tat Worumbe slechstu deinen nehsten
schĕpfen	1	quamen wasser schĕpfen vnd fulten
ſchepfet	1	er ge ſchepfet mit vns
ersufczten	1	kinder von ersufczten durch die
et\u0020cetera	1	et cetera et\u0020cetera III CAPITULUM
busches	1	mitte des busches Und her
pusches	1	mitte des pusches Der antworte
Lŏse	1	her czu Lŏse deine schuh
vorbarge	1	vnd got vorbarge sein antlicz
herticheit	1	durch ir herticheit der die
gefurest	1	du ous gefurest mein volk
besammen	1	Gee vnd besammen die alden
Besuchende	1	got sprechende Besuchende besucht habe
nachtgebourinnen	1	von irn nachtgebourinnen vnd von
wirtinnen	1	von irn wirtinnen silbereine vas
ca	1	er m ca thoho pzde
geliz	1	her sie geliz in die
czweyen	1	denne den czweyen - czeichen
schepfest	1	was du schepfest ous der
geredick	1	bin nicht geredick von gestern
gehinderter	1	ich bin gehinderter vnd tregir
stvmmen	1	geschŏpfet den stvmmen vnd den
Leuit	1	sprach der Leuit ł dein
geredig	1	das er geredig ist Sich
vorsein	1	wirdest im vorsein in den
abbil	1	hec dicit abbil DUS nen
geczeigten	1	alle meine geczeigten wunder die
woldist	1	vnd du woldist in nicht
vorvleisch	1	besneit das vorvleisch ires svnes
brevtigam	1	sprach Ein brevtigam des blutes
breutigam	1	gesprochen hette breutigam des blutes
Yra	1	hec dicit Yra has ppherr
nily	1	e thoho nily boze EXO
peinigunge	1	gesehen ire peinigunge vnd an
vorwesern	1	vnd den vorwesern der wercke
heischern	1	den vngerechten heischern des volkes
stuppil	1	vnd clouben stuppil vnd die
enmynnert	1	sie noch enmynnert der nichtesnicht
gehorchen	1	sie nicht gehorchen den lugenlichen
heischer	1	die vngerechten heischer zu dem
sprev	1	zu clouben sprev Und die
gegeisilt	1	spreu Und gegeisilt wurden die
geschosnemern	1	von den geschosnemern herren sprechende
Sprew	1	deine knechte Sprew gibt man
geisiln	1	man mit geisiln vnd vnrecht
nt	1	gere qui nt laborare ppter
laborare	1	qui nt laborare ppter hoc
ppter	1	nt laborare ppter hoc Rex
emp	1	pharao con emp quod nox
gewŏnliche	1	vnd die gewŏnliche czal der
prŏbste	1	sahen die prŏbste sich sein
nichstesnicht	1	zu in nichstesnicht sol gemynnert
czigeln	1	von den czigeln alle tage
getwanksal	1	ous dem getwanksal der vnd
erhabn	1	die ich erhabn habe mein
gehengten	1	DUS die gehengten im des
vnbesnitner	1	ich bin vnbesnitner lebsen Und
amram	1	Die kinder amram EXO vnd
drisik	1	drei vnd drisik Die kinder
vnbesnitnes	1	herren Sich vnbesnitnes mundes bin
czeigunge	1	meiner wunder czeigunge in der
Czeigt	1	euch sprichet Czeigt vns czeichen
eczlicher	1	ouch mit eczlicher heimlicher egiptischer
czou	1	heimlicher egiptischer czou DUS berei
berei	1	czou DUS berei gleicher weise
vorfaulen	1	sterben vnd vorfaulen werden die
phtu	1	est quod phtu xxx EXO
pfutczen	1	brvnne vnd pfutczen vnd alle
vissche	1	vnd die vissche die do
vorfaulten	1	das wasser vorfaulten vnd die
getrinkken	1	wassers nicht getrinkken vnd blut
hovz	1	in dein hovz vnd in
bettis	1	leger deines bettis vnd ouf
bleibelinge	1	in die bleibelinge deiner speise
krŏten	1	geen die krŏten Vnd toho
vorfleuget	1	so das vorfleuget werden di
vnmessige	1	samen in vnmessige houfen vnd
vorfulte	1	houfen vnd vorfulte die erde
beswerte	1	geben vnd beswerte sein hercze
czoubereie	1	mit irr czoubereie taten also
taget	1	so es taget vnd ste
opfere	1	es mir opfere Und ist
teillunge	1	ich ein teillunge czwischen deinem
vorworfene	1	vnd das vorworfene der opfern
betreug	1	furbas nicht betreug das du
lasest	1	du nicht lasest das volk
vorsmehest	1	das noch vorsmehest vnd sie
heldest	1	vnd sie heldest Sich meyn
teſnícht	1	nich DUS teſnícht vortirbet von
vordarb	1	tyren vorwar vordarb gar nichtesnicht
strew̆	1	ouen vnd strew̆ die in
kvnd	1	das ich kvnd meinen namen
heldestu	1	erden noch heldestu mein volk
hagils	1	vil groses hagils des glich
gegewortige	1	an dise gegewortige czeit Sende
vorsoumte	1	der do vorsoumte gotes wort
plikczen	1	vnd loufende plikczen ouf die
gerste	1	das die gerste grvne was
knŏpil	1	lein nv knŏpil ous sproste
sproste	1	knŏpil ous sproste Aber der
spetig	1	sie waren spetig Und ous
kvndest	1	das k kvndest in die
ŏren	1	in die ŏren deiner kinder
widersteest	1	das du widersteest vnd sie
sy̆nen	1	mit vnsern sy̆nen vnd mit
czweiuelt	1	kinden wer czweiuelt dor an
bozlichen	1	das ir bozlichen gedencket Nicht
vnczellich	1	vnd sasen vnczellich in allen
Gevressen	1	alle dink Gevressen wart dorumbe
grvnes	1	wart gelasen grvnes ouf den
Um̆be	1	in allen Um̆be die sache
vorgebt	1	ouch nv vorgebt mir die
hevschrecken	1	Noch ein hevschrecken bleib ny
vŏrdrist	1	vnd zu vŏrdrist wenne wir
beschowest	1	du icht beschowest mein angesichte
vrow̆e	1	ein ycliche vrow̆e von irr
nachgebenrinne	1	von irr nachgebenrinne silbereine vas
erstporn	1	von dem erstporn hern der
erheuln	1	ein hunt erheuln von dem
enlis	1	noch her enlis nicht czihen
anvank	1	anevank der anvank der mened
vierczenden	1	an den vierczenden tag des
rohes	1	essen kein rohes noch gekochtes
gekochtes	1	rohes noch gekochtes mit wasser
vorbrennet	1	wirt das vorbrennet in dem
furczug	1	ist der furczug des herren
strew̆ende	1	nicht zu strew̆ende wenne ich
gesourteigtes	1	heusern Welcher gesourteigtes isset des
gehŏrt	1	zu essen gehŏrt vnd halden
gebundel	1	Und ein gebundel ysops tvnket
ysops	1	ein gebundel ysops tvnket in
leidigen	1	heuser vnd leidigen euch D
⫶	1	wil geben ⫶ als her
furczuges	1	tyr des furczuges vnsers herren
Ulihet	1	vnd sprach Ulihet vnd czihet
begossens	1	hub ouf begossens mel e
gesourteigte	1	man das gesourteigte vnd bant
schinten	1	lihen vnd schinten die vnd
gemuschtes	1	gemeines vnd gemuschtes volk czoch
cochten	1	vil Nu cochten sie das
begosne	1	sie das begosne mel das
gesowerteigen	1	es nicht gesowerteigen also triben
beheltliche	1	nacht die beheltliche vnsers herren
gemiete	1	vnd der gemiete knecht essen
knechtelin	1	alle seine knechtelin Und denne
honigsaim	1	vnd mit honigsaim so saltu
gesowirteigtes	1	dir keinerlei gesowirteigtes noch in
gesaczten	1	an der gesaczten czeit von
knechtleins	1	du hast knechtleins geslechte das
wechsiln	1	esils saltu wechsiln mit einem
lŏsen	1	nicht wilt lŏsen so vorterbe
vrogit	1	svn morgen vrogit was ist
angehangens	1	als etwas angehangens zu einer
wenende	1	nehste ist wenende das sies
berew̆te	1	leichte icht berew̆te wenne sie
sewereinen	1	in einer sewereinen seulen vnd
vorherten	1	wustenunge vnd vorherten wil ich
endienen	1	vns nicht endienen Czu bereiten
triten	1	den fuz triten den vorczihenden
vorczihenden	1	triten den vorczihenden do begriffen
geritene	1	Und alle geritene vnd wegen
grŏze	1	secht die grŏze der wunder
y̆czunt	1	die ir y̆czunt secht mit
schreist	1	zu Was schreist du zu
erleuchtende	1	vinster vnd erleuchtende die nacht
mettenczeit	1	wache der mettenczeit Und secht
vewers	1	seule des vewers vnd der
vmkarte	1	her vnd vmkarte die reder
vichtet	1	der herre vichtet vor sie
vorwindilte	1	vnser herre vorwindilte sie mitten
geczogt	1	volgende ein geczogt was in
lŏste	1	vnser herre lŏste an dem
gevbet	1	vnser herre gevbet hette wider
ouserwelten	1	mer Sein ouserwelten fursten sint
vorsenkit	1	fursten sint vorsenkit in dem
gesuncken	1	sie bedakt gesuncken sint sie
gegroset	1	herre ist gegroset in stercke
abgesaczt	1	eren hastu abgesaczt meinen wider
stuppel	1	als ein stuppel vnd in
Entplosen	1	mein sele Entplosen wil ich
vorsenket	1	das mer vorsenket sint sie
strengmutig	1	starken von strengmutig wurden alle
Ualle	1	die woner Ualle ouf sie
Unbeweglich	1	deiner stercke Unbeweglich sullen sie
in\u0020seiner	1	die trucken in\u0020seiner mitte N
weissaginne	1	dorumbe die weissaginne die swester
scherecht	1	noch ir scherecht mit pouken
erlichn	1	herren wenne erlichn ist her
funczehenden	1	an dem funczehenden tage des
eynod	1	in der eynod vnd zu
tŏpfen	1	ouf den tŏpfen vleisches vnd
seticheit	1	brot in seticheit Worumb habt
czweiuelden	1	das ir czweiuelden habt gemurmelt
murmlunge	1	gehort die murmlunge EXO Sprich
mulet	1	eynode zu mulet vnd als
stŏsil	1	mit einem stŏsil zu stosen
reif	1	gleich einem reif ouf der
Manhu	1	ein ander Manhu das ist
Cloube	1	vnser herre Cloube do von
schŏffils	1	vierteil vnsers schŏffils noch der
czusmalcz	1	worden so czusmalcz es An
kochet	1	ist das kochet Was aber
veierte	1	das volk veierte des sibenden
czukunftigen	1	in die czukunftigen hindern geslechte
wustenung	1	in der wustenung do ir
wonliche	1	in die wonliche erde Mit
anrurten	1	bis sie anrurten die EXO
ephi	1	ist genant ephi etcetera Nu
kriegte	1	trinken Do kriegte das volk
kriegt	1	sprach Was kriegt ir wider
murmulte	1	wassers vnd murmulte wider sprechende
vorterbist	1	vns durstes vorterbist vnd vnser
vlissen	1	dorous wirt vlissen wasser das
vorsuchten	1	wenne sie vorsuchten vnserm heren
gespro	1	tat als gespro thoho bzde
hubels	1	spicze des hubels Und wenne
sanften	1	wechsilnde mit sanften worten vnd
vrew̆te	1	Und der vrew̆te sich DUS
uerticlichen	1	sie hoch uerticlichen taten wider
begink	1	das her begink vnder dem
torleicher	1	tustu Mit torleicher arbeit wirstu
gesecze	1	volke die gesecze der heiligen
geiticheit	1	do hassen geiticheit vnd setcze
mynneste	1	das ł mynneste vnd ringer
sweristen	1	aber des sweristen was das
ringste	1	vnd das ringste nvr alleine
ousczogis	1	manden des ousczogis von in
stacte	1	Und aldo stacte sein geczelt
adlares	1	habe ouf adlares vlugeln vnd
vlugeln	1	ouf adlares vlugeln vnd hab
busovne	1	wirt die busovne denne so
erschĭnen	1	plicczen begonden erschĭnen vnd ein
rouchte	1	der gancze rouchte do von
meclich	1	busovnen wuchs meclich ýe lenger
geczeuget	1	du hast geczeuget vnd hast
Setcze	1	geheissen sprechende Setcze in czil
nýme	1	gebot Nicht nýme den namen
vnschlerdig	1	den nicht vnschlerdig der do
vnnuczlichen	1	gotes namen vnnuczlichen Gedencke das
wirkestu	1	Sechs tage wirkestu vnd tust
rouchen	1	den perk rouchen vnd erschraken
zustosen	1	wurden sie zustosen vnd stunden
wolln	1	vnd wir wolln dich hŏren
prufte	1	euch got prufte so ist
svndigte	1	ir nicht svndigte Und das
friedsames	1	vnd ewer friedsames opfer tir
bow̆e	1	machest nicht bow̆e den mit
messir	1	hebist dein messir doruber so
vrei;	1	ous geen vrei; so sol
studil	1	dem tvr studil Vnd durch
keusscheit	1	lon irr keusscheit nicht vorsagen
WWer	1	vlihen sol WWer mit neitlicher
neitlicher	1	WWer mit neitlicher begerunge verterbet
lagunge	1	vnd mit lagunge Von meinem
chet	1	flu DUS chet seinem vater
nehesten	1	slecht seinen nehesten mit einem
erczte	1	in die erczte gelde Wer
vorworfens	1	sie ein vorworfens kint gepere
bleibit	1	svnder sie bleibit leben der
gekornen	1	vnd die gekornen ratleute vrteilen
ratleute	1	die gekornen ratleute vrteilen Ist
volgit	1	tot noch volgit so gebe
ougecht	1	sie ein ougecht der lase
stŏset	1	den hŏrnern stŏset einen man
erstŏset	1	vnd her erstŏset einen man
pesserunge	1	das im pesserunge wirt gesaczt
stŏsset	1	das horn stŏsset gleich sulchem
erwer	1	mit steinen erwer DUS fen
vorwundet	1	andern ochsen vorwundet Und her
vorkovfe	1	stirbt so vorkovfe man den
hirnig	1	her toben hirnig ist gewesen
gehut	1	sein nicht gehut so gelde
cetera͛	1	her et cetera͛ Wer XXII
grebit	1	oder ein grebit vnd enpfehet
deub	1	vor die deub gebe so
gerakit	1	hant nicht gerakit habe in
vntrewe	1	begeen kein vntrewe Und also
bevilht	1	das ymant bevilht seinem nehsten
deuplich	1	das es deuplich gestolen wirt
gemitet	1	her das gemitet hat vmme
enpfurt	1	ein iuncvrow̆ enpfurt die noch
vortrew̆et	1	nicht ist vortrew̆et vnd slefet
morgengaben	1	be EXO morgengaben vnd im
leihest	1	du gelt leihest dem weisen
vngelter	1	als ein vngelter noch drucke
nimest	1	du pfant nimest von deinem
schreiet	1	zu mir schreiet ich erhore
vorczeuch	1	gepurt nicht vorczeuch czu opfern
geczeugnus	1	ł valsch geczeugnus Nicht volge
missetretist	1	der warheit missetretist vnd des
hassers	1	esil deines hassers sihest ligen
furge	1	burden nicht furge in svnder
bŏzen	1	sage dem bŏzen Nicht nim
vmbekeren	1	clugen vnd vmbekeren ł die
rven	1	in vnd rven las yn
wirke	1	Sechs tage wirke in dem
dirkule	1	vnd das dirkule der svn
seest	1	das du seest ouf den
sammest	1	so du sammest alle dein
gesauertes	1	opfern ouf gesauertes brot das
hohczeit	1	opfers meiner hohczeit vncz bis
cziklein	1	coche das cziklein in der
vortreit	1	wenne her vortreit nicht wenne
svndest	1	wenne du svndest Und mein
bow̆o	1	nicht Nicht bow̆o ir werk
stŏre	1	werk svnder stŏre sie vnd
vnberhafte	1	Nicht wird vnberhafte vnd vnfruchtber
vorczuk	1	in deinen vorczuk vnd wil
vorterbn	1	vnd wil vorterbn das volk
Meclichen	1	fressende wilt Meclichen wil ich
vberschrifte	1	vnd czwelf vberschrifte durch die
opfernte	1	opfer Ouch opfernte sie des
vorhaldne	1	nam das vorhaldne blut vnd
fusen	1	vnder seinen fusen als ein
zaphirischen	1	werck eynes zaphirischen steines vnd
entspreuset	1	etewas vrage entspreuset brenget das
brinnendes	1	was als brinnendes few̆er ouf
sneweis	1	geverbet Und sneweis leinein czigen
iacinctein	1	heute vnd iacinctein das ist
sethiniischen	1	arche von sethiniischen holcze e
gleicherweise	1	dovm elen gleicherweise v vnd
sethymischen	1	rigel von sethymischen holcze vnd
oufreckende	1	sie bedecken oufreckende ire flugel
behullende	1	flugel vnd behullende die EXO
gekarten	1	ansehen mit gekarten amplicken in
amplicken	1	mit gekarten amplicken in die
sethimisschen	1	tisch von sethimisschen holcze der
che	1	ma DUS che im einen
trinkuas	1	vas vnd trinkuas rouchuas vnd
giskopfe	1	rouchuas vnd giskopfe von reinem
fursaczes	1	brot des fursaczes in meiner
gehemerten	1	ouch eynen gehemerten leuchter von
ringlein	1	nvs vnd ringlein an yclichen
Ringelein	1	vnd lilgen Ringelein vnder czweien
stengiln	1	vnder czweien stengiln an dreien
gleichs	1	steten der gleichs sechse werden
vmbehenge	1	also Czehen vmbehenge mache von
gemengtes	1	mancherlei varbe gemengtes werkis Die
vmbhanges	1	lenge eines vmbhanges sol haben
gelencke	1	semlichen gleichen gelencke sullen an
Iacinctische	1	ander hangen Iacinctische orlein oder
